id,topic,title,context,conflict,cultural_note,batch_id,option_1,option_2,option_3,option_label,slot_bias,slot_dimension
72,Quyền riêng tư & giám sát,Giám sát nhóm chat lớp: Hòa giải hay xâm phạm?,"Lớp 11A3 trường THPT Nguyễn Trãi dạo gần đây xuất hiện nhiều xích mích nhỏ và tin đồn thất thiệt lan truyền trên các nhóm chat kín, ảnh hưởng nghiêm trọng đến tinh thần đoàn kết và không khí học tập. Cô Lan, giáo viên chủ nhiệm kiêm bí thư chi bộ, nhận thấy tình hình này làm ảnh hưởng đến 'thể diện' chung của lớp và thành tích thi đua. Cô đã nhiều lần nhắc nhở nhưng không hiệu quả, và giờ đây, cô quyết định phải có biện pháp mạnh tay hơn để ổn định lớp.","Để giải quyết triệt để vấn đề, Cô Lan đề nghị lớp trưởng Minh, một học sinh gương mẫu và được bạn bè tin tưởng, chủ động tạo một nhóm chat riêng với cô và mời các thành viên chủ chốt tham gia, nơi cô có thể trực tiếp giám sát và đôi khi yêu cầu xem xét tin nhắn cũ để truy tìm nguồn gốc tin đồn. Minh đang đứng trước lựa chọn khó khăn giữa việc tuân thủ yêu cầu của giáo viên để giữ gìn sự 'yên ổn' cho lớp và bảo vệ quyền riêng tư cá nhân của bạn bè.","Tình huống này phản ánh rõ nét giá trị 'thể diện' của tập thể (lớp học, nhà trường) và sự 'nể nang', tôn trọng thứ bậc đối với người lớn, đặc biệt là giáo viên chủ nhiệm, trong văn hóa Việt Nam.",batch_09,"Lựa chọn A: Đồng ý và thực hiện yêu cầu của Cô Lan. Hệ quả tốt: Lớp có thể nhanh chóng ổn định, các tin đồn được dập tắt, không khí học tập tốt hơn, và Cô Lan sẽ rất hài lòng về tinh thần trách nhiệm của Minh. Hệ quả xấu: Một số bạn cảm thấy bị xâm phạm quyền riêng tư nghiêm trọng, mất niềm tin vào lớp trưởng và cô giáo, có thể dẫn đến sự phản kháng ngầm, rạn nứt trong tình bạn và sự e dè khi giao tiếp trong lớp. Minh có thể bị một số bạn tẩy chay, đánh mất sự tin tưởng của họ.","Lựa chọn B: Lịch sự từ chối yêu cầu của Cô Lan và đề xuất phương án khác. Hệ quả tốt: Quyền riêng tư của các bạn được tôn trọng, Minh giữ được sự tin tưởng từ bạn bè, và lớp có thể tìm kiếm một giải pháp bền vững hơn dựa trên sự tự giác và đối thoại mở. Hệ quả xấu: Cô Lan có thể không hài lòng, thậm chí coi đây là hành vi thiếu hợp tác hoặc không biết 'nể nang' giáo viên, khiến Minh gặp khó khăn trong việc quản lý lớp và có thể ảnh hưởng đến đánh giá của cô về Minh. Tình trạng xích mích trong lớp có thể kéo dài nếu không có biện pháp can thiệp hiệu quả.",,AB,VN_bias,Individualism vs Collectivism
73,Quan hệ thầy trò,Liêm chính hay Lòng trắc ẩn?,"Cô Lan, giáo viên chủ nhiệm lớp 12A3 tại Trường THPT Nguyễn Bỉnh Khiêm, là một người nghiêm khắc và đề cao sự trung thực. Trong kỳ thi thử đại học quan trọng, cô phát hiện Hùng – học sinh nghèo vượt khó của lớp, người đang rất cần suất học bổng để vào đại học – có hành vi gian lận. Hùng là một học sinh chăm chỉ nhưng khả năng tiếp thu chậm, và áp lực từ gia đình rất lớn.","Cô Lan phải lựa chọn giữa việc giữ vững nguyên tắc liêm chính trong thi cử và lòng trắc ẩn đối với hoàn cảnh đặc biệt của Hùng, người mà tương lai học vấn có thể phụ thuộc vào kết quả này.",Văn hóa 'con nhà nghèo vượt khó' và áp lực từ kỳ thi đại học để thay đổi số phận là yếu tố rất đặc trưng trong xã hội Việt Nam.,batch_02,"Báo cáo hành vi gian lận của Hùng lên ban giám hiệu và xử lý theo quy định của nhà trường. Hệ quả: Đảm bảo sự công bằng và tính nghiêm minh của kỳ thi, củng cố đạo đức học đường, nhưng Hùng có thể bị mất cơ hội nhận học bổng, đối mặt với việc bị đình chỉ học, gây ảnh hưởng nghiêm trọng đến tương lai và tâm lý của em.","Gặp riêng Hùng để nhắc nhở và cảnh cáo, cho em cơ hội sửa sai mà không báo cáo lên cấp trên. Hệ quả: Cho Hùng một cơ hội thứ hai, thể hiện sự bao dung và thấu hiểu hoàn cảnh học sinh, giữ được ước mơ vào đại học của em, nhưng có thể bị coi là thiên vị, làm suy giảm uy tín của cô Lan nếu bị phát hiện, và đi ngược lại nguyên tắc công bằng trong thi cử.","Lựa chọn C: Cô Lan nhờ một giáo viên bộ môn hoặc giám thị phòng thi mà Hùng tin tưởng, gặp riêng em dưới danh nghĩa hỏi thăm chung về tình hình học tập và áp lực, sau đó khéo léo lồng ghép lời nhắc nhở về tầm quan trọng của sự trung thực trong thi cử và hậu quả của việc gian lận, không đề cập trực tiếp đến hành vi của Hùng. Hệ quả: Hùng nhận được cảnh báo gián tiếp, có cơ hội tự nhìn nhận và sửa sai mà không bị mất mặt hay đối mặt với hình phạt công khai, giữ được thể diện cho em và có thể giúp em nhận ra lỗi lầm một cách tự nguyện hơn. Tuy nhiên, thông điệp có thể bị làm yếu, không đủ sức răn đe, khiến Hùng không hiểu được mức độ nghiêm trọng hoặc tiếp tục hành vi gian lận. Cô Lan cũng có thể bị coi là thiếu kiên quyết nếu sự việc không được giải quyết triệt để, hoặc thông tin bị sai lệch trong quá trình truyền đạt.",ABC,EU_bias,Masculinity vs Femininity
74,Quan hệ thầy trò,Hỗ trợ cá nhân hay Công bằng tập thể?,"Thầy Bình, giáo viên Toán lớp 9A tại Trường THCS Phan Chu Trinh, nổi tiếng là người tận tâm. Linh, một học sinh có hoàn cảnh gia đình khó khăn, tiếp thu chậm nhưng rất ham học. Thầy Bình thường dành thêm thời gian sau giờ học để kèm cặp riêng cho Linh mà không thu phí, giúp em tiến bộ rõ rệt. Tuy nhiên, một số phụ huynh khác thấy Linh có điểm số cải thiện vượt trội đã bắt đầu 'bàn ra tán vào' trong nhóm Zalo của lớp, cho rằng thầy Bình đang ưu ái Linh và không công bằng với các học sinh khác.","Thầy Bình đứng trước lựa chọn giữa việc tiếp tục sự tận tâm cá nhân cho một học sinh cần giúp đỡ và việc giữ gìn sự công bằng, tránh những hiểu lầm, áp lực từ phụ huynh về vấn đề 'thiên vị' trong lớp học.",Văn hóa 'bàn ra tán vào' trong cộng đồng phụ huynh về thành tích học tập và sự ưu ái giáo viên là một hiện tượng phổ biến ở Việt Nam.,batch_02,"Tiếp tục hỗ trợ riêng cho Linh như bình thường, bỏ qua những lời đồn thổi của phụ huynh, tập trung vào trách nhiệm của mình. Hệ quả: Linh tiếp tục nhận được sự giúp đỡ cần thiết, phát huy hết tiềm năng, thầy Bình giữ vững sự tận tâm, nhưng những lời đồn có thể lan rộng hơn, làm mất đi sự đoàn kết trong tập thể phụ huynh và gây áp lực không đáng có lên thầy Bình.","Hạn chế việc kèm cặp riêng cho Linh, tập trung giảng dạy chung cho cả lớp để tránh thị phi, và đề nghị Linh tìm thêm các nguồn hỗ trợ khác. Hệ quả: Dập tắt được những lời đồn về thiên vị, giữ được sự hòa khí và cảm giác công bằng trong lớp học, nhưng Linh có thể không nhận được sự hỗ trợ cần thiết để bứt phá, thầy Bình có thể cảm thấy hối tiếc vì không thể giúp đỡ học sinh hết lòng.",,AB,EU_bias,Individualism vs Collectivism
75,Kỳ vọng gia đình & tự chủ học sinh,Ngã Rẽ Sự Nghiệp: Y Khoa hay Sáng Tạo?,"Lan, học sinh lớp 12A3 tại Trường THPT Phan Đình Phùng, luôn đạt điểm cao và được mọi người ngưỡng mộ. Bố mẹ Lan, đều là viên chức nhà nước, luôn định hướng Lan thi vào ngành Y hoặc Dược vì cho rằng đó là con đường ổn định và danh giá. Tuy nhiên, Lan lại có niềm đam mê mãnh liệt với thiết kế đồ họa, dành thời gian rảnh để tự học và thực hiện các dự án nhỏ.","Lan đứng trước lựa chọn khó khăn: làm hài lòng cha mẹ bằng cách theo đuổi một ngành nghề ổn định nhưng không phải đam mê, hay kiên quyết theo đuổi ước mơ sáng tạo đầy rủi ro và có thể khiến gia đình thất vọng.","Trong văn hóa Việt Nam, nghề nghiệp như bác sĩ, giáo viên thường được coi trọng vì tính ổn định và 'sĩ diện gia đình', khác với các ngành nghề sáng tạo mới.",batch_07,"Lan nghe lời bố mẹ, đăng ký nguyện vọng vào một trường đại học Y Dược. Lan sẽ được bố mẹ ủng hộ, tự hào và có một tương lai nghề nghiệp được coi là an toàn. Tuy nhiên, Lan có thể cảm thấy thiếu động lực, hối tiếc vì không được làm điều mình yêu thích.","Lan mạnh dạn bày tỏ nguyện vọng với bố mẹ, quyết tâm thi vào trường đại học chuyên về thiết kế đồ họa. Lan sẽ được theo đuổi đam mê, phát huy tối đa năng lực sáng tạo của mình. Nhưng Lan có thể phải đối mặt với sự phản đối, lo lắng của bố mẹ và áp lực tài chính trong một ngành nghề được xem là bấp bênh hơn.","Lựa chọn C: Lan chấp nhận đăng ký nguyện vọng vào ngành Y Dược để làm hài lòng bố mẹ, nhưng đồng thời âm thầm lên kế hoạch dành thời gian rảnh rỗi để tự học chuyên sâu về thiết kế đồ họa, xây dựng các dự án cá nhân và tìm kiếm cơ hội thực tập. Hệ quả là Lan tạm thời tránh được xung đột gia đình, có thêm thời gian để trau dồi kỹ năng và khẳng định đam mê của mình; nhưng lại phải chịu áp lực học tập gấp đôi, có thể cảm thấy mệt mỏi và tạo ra sự mơ hồ về định hướng lâu dài, có nguy cơ gây thất vọng lớn hơn cho gia đình nếu kế hoạch bị phát hiện sau này.",ABC,VN_bias,Uncertainty Avoidance
76,Kỳ vọng gia đình & tự chủ học sinh,Ưu Tiên Đội Tuyển hay Thành Tích Thi?,"Khoa, học sinh lớp 11B2 của Trường THPT Chuyên Trần Đại Nghĩa, luôn là niềm tự hào của gia đình với thành tích học tập xuất sắc. Bố mẹ Khoa kỳ vọng em sẽ tập trung ôn thi để giành học bổng du học hoặc đỗ vào một trường đại học top. Tuy nhiên, Khoa lại rất say mê và muốn dành nhiều thời gian hơn cho CLB Tranh biện của trường, nơi em phát hiện ra khả năng lãnh đạo và tư duy phản biện của mình.","Khoa phải lựa chọn giữa việc đáp ứng kỳ vọng của bố mẹ về thành tích học tập xuất sắc hay theo đuổi đam mê cá nhân, phát triển kỹ năng mềm thông qua hoạt động ngoại khóa.","Áp lực về thành tích học tập để vào trường chuyên, đại học top và 'nở mày nở mặt' với dòng họ là một thực tế phổ biến trong các gia đình Việt Nam.",batch_07,"Khoa hạn chế tham gia CLB Tranh biện, dành toàn bộ thời gian cho việc học và ôn thi. Khoa có thể giữ vững thành tích học tập, làm hài lòng bố mẹ và có cơ hội tốt hơn vào đại học top. Tuy nhiên, em sẽ bỏ lỡ cơ hội phát triển bản thân, kỹ năng mềm quan trọng và niềm vui từ hoạt động tập thể.","Khoa mạnh dạn trình bày với bố mẹ về tầm quan trọng của CLB Tranh biện, đồng thời cố gắng cân bằng việc học. Khoa sẽ được phát triển toàn diện các kỹ năng, có trải nghiệm độc đáo. Nhưng điều này có thể ảnh hưởng đến điểm số, khiến bố mẹ lo lắng và có thể cảm thấy thất vọng.",,AB,EU_bias,Long-term Orientation
77,Kỳ vọng gia đình & tự chủ học sinh,Thạc Sĩ Quốc Tế hay Chữ Hiếu Gần Nhà?,"Hùng, sinh viên năm 2 ngành Khoa học Máy tính tại Đại học Bách Khoa TP.HCM, vừa xuất sắc giành được học bổng toàn phần du học thạc sĩ tại Mỹ ngành Trí tuệ Nhân tạo. Đây là ước mơ lớn của Hùng để phát triển sự nghiệp. Tuy nhiên, bố mẹ Hùng đã lớn tuổi, sức khỏe không tốt và muốn Hùng học tiếp lên Thạc sĩ trong nước để được ở gần nhà, tiện chăm sóc gia đình.","Hùng đối mặt với lựa chọn khó khăn giữa việc theo đuổi cơ hội học tập và phát triển sự nghiệp quốc tế hay gác lại ước mơ để ở lại phụng dưỡng, chăm sóc bố mẹ theo mong muốn của gia đình.","Quan niệm 'chữ hiếu' trong văn hóa Việt Nam thường gắn liền với việc con cái ở gần, chăm sóc và phụng dưỡng cha mẹ khi về già.",batch_07,"Hùng từ chối học bổng du học, tìm kiếm cơ hội học Thạc sĩ trong nước hoặc đi làm. Hùng sẽ làm bố mẹ yên lòng, có thể ở gần chăm sóc gia đình. Tuy nhiên, Hùng có thể bỏ lỡ cơ hội vàng để phát triển bản thân và cảm thấy hối tiếc về quyết định của mình.","Hùng quyết định đi du học, đồng thời cam kết sẽ thường xuyên liên lạc và sắp xếp về thăm nhà mỗi khi có thể. Hùng sẽ được phát triển tối đa năng lực, mở rộng tương lai nghề nghiệp. Nhưng bố mẹ Hùng sẽ buồn, lo lắng và cảm thấy cô đơn, có thể trách Hùng 'chưa tròn chữ hiếu'.","Lựa chọn C: Hùng đồng ý học Thạc sĩ trong nước theo mong muốn của bố mẹ, nhưng âm thầm đặt ra giới hạn là chỉ học một thời gian nhất định (ví dụ 2-3 năm) và sẽ tích cực tìm kiếm các cơ hội làm việc từ xa cho công ty nước ngoài hoặc học bổng du học khác trong thời gian đó. Hệ quả tốt: Bố mẹ Hùng sẽ yên lòng vì con ở gần, Hùng vẫn có thể chăm sóc gia đình và tiếp tục phát triển kỹ năng, không hoàn toàn từ bỏ mục tiêu quốc tế. Hệ quả xấu: Hùng phải đối mặt với áp lực kép từ việc học, chăm sóc gia đình và chuẩn bị cho tương lai, có thể không đạt được sự chuyên sâu như khi du học ngay. Sự mơ hồ về ý định dài hạn có thể khiến Hùng mệt mỏi và tạo ra sự thất vọng lớn hơn cho bố mẹ nếu họ phát hiện ra.",ABC,EU_bias,Indulgence vs Restraint
78,Kỳ vọng gia đình & tự chủ học sinh,Nối Nghiệp Gia Đình hay Theo Đam Mê Khoa Học?,"Mai là học sinh lớp 12A1 của Trường THPT Nguyễn Thượng Hiền, có thành tích học tập xuất sắc ở các môn tự nhiên. Gia đình Mai sở hữu một xưởng gốm truyền thống lâu đời, đã truyền qua ba thế hệ. Bố mẹ Mai rất mong em sẽ thi vào ngành thiết kế công nghiệp hoặc quản trị kinh doanh để sau này về nối nghiệp, giữ gìn và phát triển thương hiệu gia đình. Nhưng Mai lại có niềm đam mê mãnh liệt với Vật lý và muốn theo đuổi con đường nghiên cứu khoa học.",Mai phải chọn giữa việc tiếp nối truyền thống và gìn giữ sản nghiệp gia đình hay dũng cảm theo đuổi ước mơ cá nhân trong lĩnh vực khoa học cơ bản.,"Quan niệm 'con nối nghiệp cha', giữ gìn và phát huy nghề truyền thống là một giá trị văn hóa quan trọng, thể hiện sự hiếu thảo và trách nhiệm của con cái với tổ tiên.",batch_07,"Mai chọn thi vào một ngành học có liên quan đến việc quản lý hoặc thiết kế để sau này có thể hỗ trợ xưởng gốm của gia đình. Mai sẽ làm hài lòng bố mẹ, giữ gìn được truyền thống. Tuy nhiên, em có thể không phát huy được hết năng lực và đam mê thực sự của mình trong lĩnh vực khoa học.","Mai kiên quyết thi vào ngành Vật lý theo đúng nguyện vọng của bản thân, chấp nhận việc gia đình có thể buồn lòng. Mai sẽ được sống với đam mê và phát triển bản thân theo đúng hướng mình mong muốn. Nhưng Mai có thể khiến bố mẹ lo lắng, thất vọng và phải đối mặt với áp lực về việc xưởng gốm có thể không có người kế thừa.","Lựa chọn C: Mai đồng ý thi vào một ngành kỹ thuật có nền tảng vật lý như Kỹ thuật Vật liệu, với suy nghĩ sẽ tìm cách ứng dụng khoa học vào cải tiến gốm hoặc sau này tiếp tục học lên Vật lý chuyên sâu. Mai tránh được xung đột trực tiếp với bố mẹ, tạo ra một cầu nối tạm thời giữa kỳ vọng gia đình và đam mê cá nhân. Tuy nhiên, sự lựa chọn này có thể khiến Mai phải học một ngành không hoàn toàn đúng với mong muốn, đồng thời tạo ra sự mơ hồ về cam kết lâu dài của em với sự nghiệp gia đình, tiềm ẩn mâu thuẫn trong tương lai.",ABC,EU_bias,Individualism vs Collectivism
79,Kỳ vọng gia đình & tự chủ học sinh,Đại Học Đô Thị hay Nơi Chôn Nhau Cắt Rốn?,"Sơn là học sinh lớp 12A4 tại Trường THPT Hùng Vương ở một tỉnh miền Trung. Với kết quả học tập tốt, Sơn nuôi ước mơ thi vào Đại học Kinh tế Quốc dân ở Hà Nội để tìm kiếm môi trường học tập và cơ hội phát triển tốt hơn. Tuy nhiên, bố mẹ Sơn lại rất lo lắng khi con trai phải đi học xa và muốn Sơn học tại Đại học Quy Nhơn để được ở gần nhà, tiện bề gia đình trông nom, chăm sóc.","Sơn phải lựa chọn giữa việc theo đuổi cơ hội phát triển bản thân ở một thành phố lớn hay ở lại gần gia đình, chấp nhận một môi trường học tập có thể ít cạnh tranh hơn nhưng đảm bảo sự yên tâm cho bố mẹ.","Tâm lý 'con cái đi xa, cha mẹ lo lắng' và mong muốn con cái ở gần để 'trông nom, đỡ đần' là một nét đặc trưng trong tình cảm gia đình Việt Nam.",batch_07,"Sơn nghe lời bố mẹ, đăng ký nguyện vọng vào Đại học Quy Nhơn. Sơn sẽ được ở gần gia đình, làm bố mẹ yên lòng và có thể phụ giúp việc nhà. Tuy nhiên, em có thể bỏ lỡ những cơ hội học tập, trải nghiệm và phát triển bản thân ở một môi trường năng động, cạnh tranh hơn.","Sơn quyết tâm thi vào Đại học Kinh tế Quốc dân ở Hà Nội và thuyết phục bố mẹ hiểu cho ước mơ của mình. Sơn sẽ được trải nghiệm môi trường mới, có cơ hội học tập và việc làm tốt hơn. Nhưng bố mẹ Sơn sẽ rất lo lắng, buồn lòng và có thể cảm thấy con trai 'bỏ rơi' mình.","Lựa chọn C: Sơn đồng ý đăng ký nguyện vọng vào Đại học Quy Nhơn để bố mẹ yên lòng, nhưng âm thầm đặt mục tiêu học thật xuất sắc để tìm kiếm học bổng hoặc cơ hội chuyển tiếp ra Hà Nội sau năm nhất hoặc năm hai. Bố mẹ Sơn sẽ tạm thời yên tâm, và Sơn vẫn có cơ hội đạt được mục tiêu dài hạn nếu nỗ lực. Tuy nhiên, Sơn phải đối mặt với áp lực học tập lớn để thực hiện kế hoạch, đồng thời tạo ra sự không thành thật với gia đình, có thể gây tổn thương niềm tin nếu kế hoạch bị phát hiện hoặc thất bại.",ABC,VN_bias,Individualism vs Collectivism
80,Áp lực thi cử & sức khỏe tâm thần,Báo cáo hay giữ bí mật cho trò?,"Lan Anh, học sinh giỏi nhất lớp 12A1 của thầy Phong tại trường THPT Phan Bội Châu, đột nhiên có dấu hiệu trầm cảm nặng sau kỳ thi thử, thường xuyên vắng mặt và không làm bài tập. Em tâm sự với thầy rằng mình không chịu nổi áp lực từ gia đình và kỳ vọng của nhà trường, sợ hãi kỳ thi tốt nghiệp sắp tới và van xin thầy đừng báo cáo lên ban giám hiệu hay gia đình để tránh bị 'quở trách'.","Thầy Phong phải đối mặt giữa trách nhiệm đảm bảo sức khỏe tâm thần cho học sinh và mong muốn bảo vệ sự riêng tư, tin tưởng mà Lan Anh đã đặt vào thầy.","Kỳ thi tốt nghiệp THPT Quốc gia là một dấu mốc quan trọng, quyết định tương lai của học sinh Việt Nam, thường đi kèm với áp lực rất lớn từ gia đình và xã hội.",batch_03,Báo cáo tình hình của Lan Anh lên ban giám hiệu và mời phụ huynh để có sự can thiệp chuyên nghiệp.,"Giữ kín thông tin, cố gắng động viên và hỗ trợ Lan Anh một cách cá nhân, đồng thời giảm bớt áp lực học tập cho em trong phạm vi quyền hạn của mình.",,AB,VN_bias,Masculinity vs Femininity
81,Áp lực thi cử & sức khỏe tâm thần,Thành tích trường và nỗi đau của Minh?,"Trường THPT Kim Đồng đang nỗ lực trở thành 'trường điểm' của thành phố, với mục tiêu nâng cao điểm trung bình và tỉ lệ đỗ đại học. Một học sinh lớp 10B tên Minh, vốn là học sinh khá giỏi, gần đây có biểu hiện hoảng loạn, tự làm đau bản thân do áp lực từ các kỳ kiểm tra liên miên và sự cạnh tranh gay gắt. Gia đình Minh đề nghị nhà trường cho em nghỉ học một thời gian để điều trị tâm lý.",Thầy Hiệu trưởng phải quyết định giữa việc bảo vệ danh tiếng và thành tích thi đua của trường hay ưu tiên sức khỏe của Minh và chấp thuận yêu cầu của gia đình.,Các trường học ở Việt Nam thường chịu áp lực lớn trong việc đạt được thành tích cao trong các kỳ thi để duy trì danh tiếng và thu hút học sinh giỏi.,batch_03,"Thuyết phục gia đình và Minh tiếp tục đến trường, cam kết hỗ trợ tối đa về mặt học tập và tâm lý tại trường.","Chấp thuận cho Minh nghỉ học có phép để điều trị, đồng thời xem xét lại toàn bộ chương trình và áp lực thi cử của trường.",,AB,VN_bias,Masculinity vs Femininity
82,Áp lực thi cử & sức khỏe tâm thần,Trường chuyên: Rạng danh hay tổn thương?,"Bé An, con gái chị Mai, là một học sinh xuất sắc ở trường chuyên Lê Hồng Phong, nhưng em gần đây thường xuyên than vãn mệt mỏi, mất ngủ và có những cơn lo âu bất chợt. An tâm sự muốn được chuyển về trường công lập bình thường vì không chịu nổi áp lực cạnh tranh khốc liệt và khối lượng bài tập khổng lồ. Chị Mai vốn rất tự hào về con, luôn mong An có một tương lai sáng lạn.","Chị Mai phải lựa chọn giữa việc tiếp tục động viên An cố gắng ở lại trường chuyên để đảm bảo tương lai học vấn, hay chấp nhận cho con chuyển trường để bảo vệ sức khỏe tâm thần và hạnh phúc hiện tại của con.","Việc con cái đỗ vào trường chuyên là niềm tự hào lớn của nhiều gia đình Việt Nam, coi đó là nền tảng vững chắc cho tương lai thành công.",batch_03,"Động viên An cố gắng thêm một thời gian, thuê gia sư và tìm cách giảm bớt áp lực khác, nhấn mạnh vào cơ hội phát triển ở trường chuyên.","Đồng ý cho An chuyển trường về trường công lập bình thường, ưu tiên sức khỏe và niềm vui học tập của con.",,AB,EU_bias,Long-term Orientation
83,Áp lực thi cử & sức khỏe tâm thần,Giữ bí mật hay nói với người lớn?,"Minh, bạn thân của Nam, đã thức trắng nhiều đêm để ôn thi học kỳ quan trọng. Dạo gần đây, Minh liên tục bị mất tập trung, nói chuyện một mình và có dấu hiệu ảo giác nhẹ, nhưng cậu ta van nài Nam đừng kể với ai, đặc biệt là bố mẹ và giáo viên chủ nhiệm, vì sợ bị coi là yếu đuối và ảnh hưởng đến kết quả thi.","Nam phải lựa chọn giữa việc giữ lời hứa với Minh để bảo vệ tình bạn và sự riêng tư của bạn, hay báo cáo tình hình nghiêm trọng của Minh cho người lớn để bạn được giúp đỡ kịp thời.","Tình bạn học trò ở Việt Nam thường rất gắn bó, và việc giữ bí mật cho bạn bè được coi là một biểu hiện của lòng trung thành.",batch_03,"Giữ lời hứa với Minh, cố gắng động viên và chăm sóc Minh trong khả năng của mình, giúp bạn ôn bài và nhắc nhở nghỉ ngơi.","Báo cáo tình hình của Minh cho giáo viên chủ nhiệm hoặc bố mẹ Minh, giải thích về sự cần thiết của sự giúp đỡ chuyên nghiệp.",,AB,EU_bias,Indulgence vs Restraint
84,Áp lực thi cử & sức khỏe tâm thần,Giữ kín hay phá vỡ lời hứa?,"Ngọc, học sinh lớp 11 của trường THPT Hoàn Kiếm, tìm đến cô Mai, cán bộ tham vấn học đường, bày tỏ rằng em đang bị trầm cảm nặng do áp lực thi cử và kỳ vọng gia đình. Ngọc tâm sự rằng mình có ý định tự tử nhưng van nài cô Mai phải giữ bí mật tuyệt đối, vì em sợ bố mẹ sẽ lo lắng, xấu hổ và bạn bè sẽ xa lánh nếu biết chuyện.","Cô Mai phải lựa chọn giữa việc tôn trọng nguyên tắc bảo mật thông tin của người được tham vấn và giữ lời hứa với Ngọc, hay phá vỡ bí mật để thông báo cho gia đình và nhà trường nhằm đảm bảo an toàn tính mạng cho Ngọc.","Ở Việt Nam, các vấn đề sức khỏe tâm thần vẫn còn bị kỳ thị, khiến nhiều người e ngại chia sẻ hoặc tìm kiếm sự giúp đỡ chuyên nghiệp.",batch_03,"Giữ kín thông tin, tăng cường các buổi tham vấn cá nhân với Ngọc, tìm cách hỗ trợ em vượt qua khủng hoảng một cách kín đáo và tìm giải pháp thay thế.","Ngay lập tức thông báo cho Ban giám hiệu và gia đình Ngọc để có biện pháp can thiệp khẩn cấp, đảm bảo an toàn cho Ngọc.",,AB,EU_bias,Individualism vs Collectivism
85,Áp lực thi cử & sức khỏe tâm thần,Tin lời trò hay tin mắt mình?,"Cô Thảo, giáo viên chủ nhiệm lớp 7B trường THCS Đoàn Thị Điểm, nhận thấy Hùng, một học sinh thường ngày rất năng động, gần đây có biểu hiện mệt mỏi, hay cáu gắt và thường xuyên không hoàn thành bài tập. Khi cô Thảo hỏi chuyện riêng, Hùng khăng khăng rằng em vẫn ổn, chỉ là hơi 'stress' vì sắp thi giữa kỳ và không muốn ai can thiệp, đặc biệt là bố mẹ, những người luôn đặt nặng điểm số.","Cô Thảo phải quyết định giữa việc tin lời Hùng và tôn trọng sự riêng tư của em, hay dựa vào quan sát của mình để thông báo cho gia đình hoặc ban giám hiệu, dù Hùng đã từ chối.","Ở Việt Nam, giáo viên chủ nhiệm thường được coi là người có vai trò như cha mẹ thứ hai, có quyền và trách nhiệm quan tâm sâu sát đến đời sống học sinh.",batch_03,"Tin lời Hùng, chỉ tăng cường quan sát và động viên em một cách khéo léo, tìm cách giảm bớt áp lực học tập trong lớp và không can thiệp sâu vào chuyện gia đình.","Thông báo tình hình của Hùng cho gia đình em và đề xuất họ quan tâm hơn đến sức khỏe tâm thần của con, hoặc báo cáo lên ban giám hiệu để có sự can thiệp từ trường.",,AB,EU_bias,Individualism vs Collectivism
86,Áp lực thi cử & sức khỏe tâm thần,Chuẩn bị thi hay vui Tết Đoàn viên?,"Trường THPT Đống Đa đang ráo riết chuẩn bị cho kỳ thi học sinh giỏi cấp thành phố, đồng thời cũng đang lên kế hoạch cho một chương trình văn nghệ lớn chào mừng Tết Đoàn viên. Cô Lan, giáo viên chủ nhiệm lớp 11 Văn và phụ trách đội văn nghệ, nhận thấy các em học sinh trong đội, đặc biệt là những em học sinh giỏi, đang phải đối mặt với áp lực kép: vừa ôn thi căng thẳng, vừa tập luyện văn nghệ đến khuya, nhiều em đã kiệt sức.","Cô Lan phải lựa chọn giữa việc ưu tiên thành tích học sinh giỏi của lớp và trường bằng cách giảm bớt hoặc hoãn các hoạt động văn nghệ, hay vẫn duy trì hoạt động văn nghệ để đảm bảo niềm vui, sự cân bằng và tinh thần tập thể cho học sinh.","Các hoạt động văn nghệ, đặc biệt là vào các dịp lễ tết, đóng vai trò quan trọng trong việc gắn kết cộng đồng và tạo không khí vui tươi ở các trường học Việt Nam.",batch_03,"Giảm tải hoặc hoãn các buổi tập văn nghệ, khuyến khích các em tập trung tối đa cho việc ôn thi học sinh giỏi, giải thích rằng thành tích học tập là ưu tiên hàng đầu.","Duy trì lịch tập văn nghệ đã định, coi đây là hoạt động giải tỏa căng thẳng và tăng cường gắn kết, đồng thời tìm cách hỗ trợ các em cân bằng giữa học và chơi.",,AB,VN_bias,Indulgence vs Restraint
