id,topic,title,context,conflict,cultural_note,batch_id,option_1,option_2
22,Áp lực thi cử & sức khỏe tâm thần,Lịch trình 'vàng' của An và nỗi sợ,"An là con trai duy nhất của một gia đình có điều kiện, bố mẹ An luôn kỳ vọng em sẽ đỗ vào trường Đại học Y Hà Nội. Lịch trình học của An kín mít từ sáng sớm đến tối muộn, không có thời gian nghỉ ngơi hay giải trí. Dù An đã nhiều lần bày tỏ sự mệt mỏi, khó tập trung, thậm chí là có dấu hiệu bứt rứt, cáu gắt nhưng bố mẹ em vẫn cho rằng đó là 'chuyện bình thường, ai học cũng vậy'.",An phải lựa chọn giữa việc vâng lời cha mẹ để theo đuổi mục tiêu 'danh giá' hay lắng nghe cơ thể mình để bảo vệ sức khỏe tâm thần trước nguy cơ kiệt sức.,Sự hy sinh vô điều kiện của cha mẹ và quan niệm 'con cái phải đền đáp' bằng thành tích học tập là nét văn hóa đặc trưng.,batch_03,"A. An tiếp tục tuân thủ lịch học dày đặc của bố mẹ, gạt bỏ cảm giác mệt mỏi và cố gắng. Kết quả: Có thể đạt được thành tích học tập như kỳ vọng, nhưng sức khỏe tâm thần có thể bị ảnh hưởng nghiêm trọng, dẫn đến kiệt sức hoặc trầm cảm.","B. An kiên quyết từ chối một số lớp học thêm, dành thời gian nghỉ ngơi và nói chuyện thẳng thắn với bố mẹ về tình trạng của mình. Kết quả: Có thể giảm bớt áp lực tâm lý, nhưng đối mặt với sự giận dữ, thất vọng từ bố mẹ và lo lắng về việc không đạt được mục tiêu đề ra."
24,Áp lực thi cử & sức khỏe tâm thần,Hùng 'chống đối' - Lời kêu cứu im lặng,"Hùng là một cậu bé hoạt bát nhưng từ khi vào cấp 3, đặc biệt là năm cuối cấp, Hùng trở nên lầm lì, thường xuyên cáu gắt và từ chối đi học thêm, thậm chí có hôm còn trốn học chính khóa. Bố mẹ Hùng coi hành vi này là sự 'chống đối', 'hư đốn' và thường xuyên dùng lời lẽ nặng nề để ép buộc. Họ không hề nhận ra rằng Hùng đang trải qua một giai đoạn căng thẳng cực độ và có dấu hiệu của trầm cảm.","Hùng phải lựa chọn giữa việc tiếp tục chống đối để tự bảo vệ sức khỏe tâm thần của mình, dù phải chịu sự trừng phạt, hay nhượng bộ theo ý cha mẹ để giữ hòa khí gia đình và tránh bị 'gắn mác' hư đốn.","Hành vi 'chống đối' của con cái thường bị coi là sự bất kính, ảnh hưởng đến thể diện gia đình, đặc biệt trong văn hóa trọng thứ bậc.",batch_03,"A. Hùng tiếp tục từ chối đi học, thể hiện sự chống đối rõ ràng hơn. Kết quả: Có thể thu hút sự chú ý của người lớn và nhận được sự giúp đỡ, nhưng đồng thời bị kỷ luật, mang tiếng xấu và làm cha mẹ mất thể diện.","B. Hùng cố gắng kìm nén cảm xúc, quay trở lại trường lớp theo yêu cầu của cha mẹ. Kết quả: Tình hình học tập có thể được cải thiện tạm thời, nhưng vấn đề tâm lý không được giải quyết và có nguy cơ bùng phát mạnh hơn trong tương lai."
25,Áp lực thi cử & sức khỏe tâm thần,Hào quang và nỗi lo của Linh 'Thủ khoa',"Linh là học sinh lớp 12 chuyên Toán, luôn dẫn đầu khối và được mọi người đặt biệt danh là 'Thủ khoa tương lai'. Áp lực duy trì danh hiệu này khiến Linh thường xuyên mất ngủ, lo lắng tột độ mỗi khi không làm được bài tập khó. Linh sợ rằng nếu mình không đạt được kết quả như kỳ vọng, mọi người sẽ thất vọng và đánh giá thấp khả năng của em.","Linh phải quyết định giữa việc che giấu nỗi sợ hãi để tiếp tục duy trì hình ảnh hoàn hảo, hay tìm cách chia sẻ và tìm kiếm sự giúp đỡ, đối mặt với việc có thể bị đánh giá là 'yếu đuối'.","Hình tượng 'con nhà người ta' hay 'thần đồng' tạo ra áp lực khổng lồ, khiến học sinh khó dám bộc lộ những điểm yếu hay khó khăn của bản thân.",batch_03,"A. Linh tiếp tục giữ vững vỏ bọc 'Thủ khoa', tự mình giải quyết mọi lo lắng và học tập không ngừng nghỉ. Kết quả: Có thể đạt được thành tích cao nhất nhưng phải trả giá bằng sức khỏe tâm thần ngày càng suy giảm, dễ dẫn đến kiệt sức.","B. Linh tìm đến giáo viên chủ nhiệm hoặc bạn thân để chia sẻ nỗi lo lắng của mình, thậm chí có thể đề nghị được giảm bớt áp lực. Kết quả: Có thể giảm bớt gánh nặng tâm lý, nhưng đối mặt với nguy cơ bị nhìn nhận là 'yếu đuối' hoặc không đủ bản lĩnh."
26,Áp lực thi cử & sức khỏe tâm thần,Lời cảnh báo của cô Hoa,"Cô Hoa, giáo viên chủ nhiệm lớp 11A, nhận thấy học sinh tên Nam có nhiều biểu hiện lạ như hay ngồi một mình, ánh mắt vô hồn, sụt cân rõ rệt và sụt giảm thành tích đột ngột. Cô Hoa nghi ngờ Nam đang mắc chứng trầm cảm do áp lực học tập và đã gọi điện cho phụ huynh. Tuy nhiên, mẹ Nam chỉ nói rằng 'cháu nó chỉ giả vờ để không phải học', và từ chối mọi đề nghị tìm hiểu sâu hơn.","Cô Hoa phải lựa chọn giữa việc tiếp tục cố gắng can thiệp để bảo vệ Nam, có thể làm căng thẳng mối quan hệ với phụ huynh, hay tôn trọng quyết định của gia đình, bỏ qua những dấu hiệu đáng lo ngại của học sinh.",Định kiến xã hội về bệnh tâm thần và quan niệm 'chuyện trong nhà' không nên chia sẻ ra ngoài khiến phụ huynh thường từ chối nhìn nhận và can thiệp.,batch_03,"A. Cô Hoa tiếp tục liên hệ với phụ huynh, thậm chí mời ban giám hiệu vào cuộc để thuyết phục gia đình đưa Nam đi khám tâm lý. Kết quả: Có thể giúp Nam được chữa trị kịp thời nhưng đối mặt với sự phản ứng gay gắt từ phụ huynh, cho rằng cô giáo 'can thiệp quá sâu'.","B. Cô Hoa chấp nhận lời của phụ huynh, chỉ theo dõi Nam từ xa và không can thiệp sâu hơn. Kết quả: Giữ được mối quan hệ tốt đẹp với phụ huynh, nhưng bỏ lỡ cơ hội giúp đỡ Nam, để em tự đối mặt với bệnh trầm cảm ngày càng nặng."
27,Áp lực thi cử & sức khỏe tâm thần,Facebook của Uyên và cuộc đua vô hình,"Uyên là học sinh có học lực khá. Em thường xuyên lên mạng xã hội và thấy bạn bè khoe thành tích học tập, tham gia các hoạt động ngoại khóa 'khủng' hay du học. Uyên cảm thấy áp lực nặng nề khi phải 'bằng bạn bằng bè', luôn so sánh bản thân và tự ép mình phải học tập nhiều hơn, dù đã kiệt sức. Điều này khiến Uyên thường xuyên thức khuya, đầu óc căng thẳng.","Uyên phải quyết định giữa việc tiếp tục chạy đua theo chuẩn mực trên mạng xã hội để không bị 'tụt hậu', hay dũng cảm ngắt kết nối, chấp nhận con đường của riêng mình để bảo vệ sức khỏe tâm thần.","Áp lực đồng trang lứa và sự ảnh hưởng của mạng xã hội khiến học sinh luôn cảm thấy phải 'bằng bạn bằng bè', đặc biệt trong môi trường học tập cạnh tranh.",batch_03,"A. Uyên cố gắng làm theo bạn bè, đăng ký thêm nhiều khóa học, tham gia các hoạt động để có thành tích 'đẹp' khoe lên mạng xã hội. Kết quả: Có thể cảm thấy tự tin hơn trong ngắn hạn, nhưng áp lực ngày càng gia tăng và sức khỏe tâm thần suy kiệt.","B. Uyên hạn chế sử dụng mạng xã hội, tập trung vào việc học và sở thích cá nhân, không so sánh bản thân với người khác. Kết quả: Có thể bị 'tụt hậu' so với bạn bè trong mắt người khác, nhưng tìm lại được sự bình yên và tập trung cho bản thân."
28,Áp lực thi cử & sức khỏe tâm thần,Ước mơ đại học của Thắng và gánh nặng gia đình,"Thắng lớn lên trong một gia đình nghèo ở vùng nông thôn. Bố mẹ em đặt hết hy vọng vào Thắng, tin rằng việc em đỗ đại học sẽ là con đường duy nhất để gia đình thoát nghèo và 'đổi đời'. Thắng cũng hiểu được điều đó và luôn cố gắng hết sức, nhưng áp lực phải thành công quá lớn khiến em thường xuyên đau đầu, mất ngủ và đôi lúc có ý nghĩ bỏ cuộc.","Thắng phải đối mặt với mâu thuẫn giữa trách nhiệm lớn lao với gia đình và khát vọng 'đổi đời' bằng cách học tập, với gánh nặng tâm lý đang đe dọa sức khỏe của em.","Trong nhiều gia đình Việt Nam, đặc biệt ở vùng nông thôn, việc con cái đỗ đại học được coi là 'con đường duy nhất để đổi đời' và là niềm hy vọng của cả dòng họ.",batch_03,"A. Thắng tiếp tục chịu đựng mọi áp lực, gồng mình ôn thi với cường độ cao nhất, không dám nói ra những khó khăn của mình. Kết quả: Có thể đạt được mục tiêu đỗ đại học, mang lại niềm vui cho gia đình, nhưng bản thân Thắng phải đối mặt với nguy cơ suy kiệt thể chất và tinh thần trầm trọng.","B. Thắng chia sẻ những khó khăn, mệt mỏi của mình với bố mẹ, hoặc tìm kiếm sự hỗ trợ từ giáo viên. Kết quả: Có thể nhận được sự thông cảm, giảm bớt áp lực, nhưng đối mặt với nguy cơ làm bố mẹ thất vọng hoặc lo lắng về tương lai của gia đình."
29,Áp lực thi cử & sức khỏe tâm thần,Bí mật của Chi và lời hứa bạn thân,"Linh và Chi là đôi bạn thân từ nhỏ. Gần đây, Chi tâm sự với Linh rằng mình cảm thấy vô cùng bế tắc vì áp lực học hành, điểm số và kỳ vọng của cha mẹ. Chi thậm chí còn nói bóng gió về việc 'không muốn tồn tại nữa' và yêu cầu Linh hứa không được nói với bất kỳ ai, kể cả giáo viên hay người lớn. Linh rất lo lắng cho Chi nhưng không biết phải làm gì.","Linh phải lựa chọn giữa việc giữ lời hứa với bạn thân để duy trì tình bạn, hay phá vỡ lời hứa để tìm cách cứu giúp Chi khỏi nguy cơ tự hại, có thể làm tổn hại mối quan hệ bạn bè.","Tình bạn thân thiết thường đi kèm với lời hứa giữ bí mật, và việc 'mách lẻo' có thể bị coi là phản bội.",batch_03,"A. Linh giữ lời hứa, cố gắng an ủi Chi và tự mình tìm cách giúp đỡ bạn. Kết quả: Giữ vững được tình bạn, nhưng Linh phải chịu áp lực tâm lý nặng nề và có nguy cơ Chi sẽ tự làm hại bản thân nếu không được giúp đỡ chuyên nghiệp.","B. Linh phá vỡ lời hứa, báo cho giáo viên chủ nhiệm hoặc cha mẹ Chi về tình hình của bạn. Kết quả: Chi có thể được can thiệp kịp thời để bảo vệ tính mạng, nhưng Linh có thể bị Chi giận dữ, mất lòng tin và làm sứt mẻ tình bạn."
30,Áp lực thi cử & sức khỏe tâm thần,Quan niệm 'xưa' và nỗi khổ của Mai,"Mai sống với ông bà nội từ nhỏ. Ông bà Mai là những người rất thương cháu nhưng lại có quan niệm giáo dục cũ, cho rằng 'ngày xưa học hành gian khổ hơn nhiều mà có ai bị trầm cảm đâu'. Ông bà thường xuyên thúc ép Mai học, không cho cháu đi chơi hay nghỉ ngơi, và gạt bỏ mọi lời than thở của Mai về sự mệt mỏi, khó ngủ. Mai cảm thấy rất khó khăn khi phải đối diện với sự thiếu thông cảm này.","Mai phải lựa chọn giữa việc chịu đựng sự ép buộc của ông bà, tôn trọng bậc bề trên để giữ hòa khí gia đình, hay tìm cách phản kháng để bảo vệ sức khỏe tâm thần của mình, dù có thể bị coi là 'cãi lời' người lớn.","Sự kính trọng ông bà và quan niệm 'người lớn nói là phải nghe' là một giá trị văn hóa sâu sắc, khiến con cháu khó lòng phản kháng ngay cả khi bị áp lực.",batch_03,"A. Mai tiếp tục nghe lời ông bà, cố gắng chịu đựng áp lực học tập và giấu kín nỗi khổ của mình. Kết quả: Giữ được sự hòa thuận trong gia đình, nhưng sức khỏe tâm thần của Mai có thể suy giảm nghiêm trọng do không được thấu hiểu.","B. Mai tìm cách nhẹ nhàng giải thích cho ông bà về tình trạng của mình hoặc nhờ cha mẹ (nếu có) can thiệp. Kết quả: Có thể giúp ông bà hiểu hơn và giảm bớt áp lực, nhưng đối mặt với nguy cơ bị ông bà buồn lòng, cho rằng cháu 'cãi lời' hoặc 'không hiểu chuyện'."
21,Áp lực thi cử & sức khỏe tâm thần,Tuấn và Cơn Mất Ngủ Kéo Dài,"Tuấn, học sinh lớp 12 trường chuyên Nguyễn Tất Thành, đang trong giai đoạn ôn thi nước rút cho kỳ thi THPT Quốc gia. Cậu thường xuyên thức đến 2-3 giờ sáng để học thêm và làm bài tập, dù biết mình mất ngủ trầm trọng nhưng không dám nói với bố mẹ. Tuấn sợ bị cho là lười biếng hoặc làm giảm sút kỳ vọng của gia đình vào việc đậu vào Đại học Bách Khoa danh giá.","Sức khỏe thể chất và tinh thần của Tuấn đang suy giảm nghiêm trọng, đối lập với mong muốn giữ vững hình ảnh 'con nhà người ta' và đạt được mục tiêu học tập cao của gia đình.","Áp lực 'con nhà người ta' và kỳ vọng vào việc đậu trường top kỹ thuật là gánh nặng lớn, khiến học sinh không dám thú nhận vấn đề vì sợ làm gia đình mất mặt.",batch_03,"Tuấn tiếp tục chịu đựng, dùng cà phê để chống chọi với cơn buồn ngủ và cố gắng giữ vẻ bình thường trước mặt bố mẹ, hy vọng vượt qua kỳ thi rồi sẽ được nghỉ ngơi, dù có thể làm sức khỏe tệ hơn.","Tuấn cố gắng trò chuyện với bố mẹ về tình trạng mất ngủ và áp lực, đề nghị điều chỉnh lại lịch học hoặc tìm cách hỗ trợ sức khỏe tâm thần, dù có thể đối mặt với sự phản đối hoặc thất vọng từ họ."
31,Kinh tế & bất bình đẳng giáo dục,Học bổng: Công bằng hay Quan hệ?,"Cô Thoa, giáo viên chủ nhiệm lớp 9A trường THCS Hoàng Diệu, đang đau đầu về suất học bổng 'Vượt khó học giỏi' duy nhất. Em An, một học sinh mồ côi cha, mẹ làm công nhân, có thành tích học tập xuất sắc nhất khối. Tuy nhiên, phụ huynh em Hùng, học lực khá nhưng gia đình là nhà tài trợ lớn của trường, vừa gặp Hiệu trưởng ngỏ ý muốn con mình nhận suất học bổng đó để 'khích lệ'.","Cô Thoa phải chọn giữa việc ủng hộ học sinh xứng đáng nhất theo tiêu chí học thuật và hoàn cảnh, hay làm hài lòng nhà tài trợ để tránh gây xích mích và đảm bảo nguồn quỹ cho trường.","Quyết định chịu ảnh hưởng bởi văn hóa 'cả nể', 'quan hệ', và 'con nhà giàu được ưu tiên', khiến việc phân bổ lợi ích không chỉ dựa trên năng lực.",batch_04,"A. Đề xuất An nhận học bổng: Cô Thoa bảo vệ công bằng và quyền lợi của An, nhưng có thể khiến gia đình nhà tài trợ không hài lòng, ảnh hưởng đến nguồn tài trợ quý giá của trường trong tương lai.","B. Đề xuất Hùng nhận học bổng: Hùng nhận được học bổng giúp làm đẹp lòng nhà tài trợ, duy trì nguồn quỹ trường, nhưng cô Thoa sẽ cảm thấy cắn rứt vì không công bằng với An và có thể mất đi sự tin tưởng từ các học sinh khác."
33,Kinh tế & bất bình đẳng giáo dục,Khoản đóng góp 'tự nguyện' gây áp lực,"Trong cuộc họp phụ huynh lớp 5A trường Kim Đồng, chị Lan nghe trưởng ban đại diện phụ huynh đề xuất khoản 'quỹ phụ huynh' lớn để mua điều hòa cho lớp và tổ chức hoạt động ngoại khóa. Dù biết khoản này là 'tự nguyện', nhưng ai cũng nhìn nhau và đa số đồng ý vì sợ 'con mình bị thiệt thòi' hoặc 'mất mặt'. Gia đình chị Lan đang rất khó khăn, việc đóng góp khoản tiền đó sẽ ảnh hưởng nghiêm trọng đến chi tiêu sinh hoạt.","Chị Lan phải chọn giữa việc chấp nhận đóng góp để con không 'lạc loài' và giữ 'thể diện' với tập thể, hay từ chối để bảo vệ tài chính gia đình, chấp nhận nguy cơ con mình có thể bị ảnh hưởng tâm lý.","Áp lực 'sĩ diện', 'sợ mang tiếng' và mong muốn con cái 'không thua kém bạn bè' là những yếu tố văn hóa mạnh mẽ thúc đẩy các khoản đóng góp 'tự nguyện' trở thành bắt buộc.",batch_04,"A. Đồng ý đóng góp: Con chị Lan được 'bằng bạn bằng bè', không bị phân biệt đối xử, nhưng gia đình sẽ phải thắt chặt chi tiêu đến mức khó khăn, ảnh hưởng đến các nhu cầu thiết yếu khác.","B. Từ chối đóng góp: Gia đình chị Lan bớt gánh nặng tài chính, nhưng con chị có thể bị cô lập hoặc cảm thấy mặc cảm, và bản thân chị có thể bị coi là 'thiếu hợp tác' trong mắt các phụ huynh khác và giáo viên."
35,Kinh tế & bất bình đẳng giáo dục,Hiệu trưởng và 'Suất ưu tiên' của Mạnh Thường Quân,"Thầy Hiệu trưởng Quang của trường THPT chuyên Lê Quý Đôn đang đối mặt với một tình huống khó xử. Trường đang thiếu kinh phí trầm trọng cho việc nâng cấp phòng thí nghiệm. Đúng lúc đó, ba phụ huynh giàu có, là chủ các doanh nghiệp lớn, ngỏ ý sẽ tài trợ đáng kể nếu con họ, vốn không đủ điểm đầu vào, được 'đặc cách' vào trường.","Thầy Quang phải lựa chọn giữa việc tuân thủ nguyên tắc công bằng, giữ vững uy tín chất lượng đầu vào của trường, hay chấp nhận 'suất ưu tiên' để có kinh phí phát triển cơ sở vật chất, phục vụ lợi ích chung của nhiều học sinh khác.","Tình huống phản ánh thực trạng 'chạy suất' và 'quan hệ' trong giáo dục, nơi quyền lực kinh tế có thể ảnh hưởng đến các nguyên tắc công bằng và minh bạch.",batch_04,"A. Từ chối 'suất ưu tiên': Trường giữ vững công bằng, uy tín học thuật, nhưng sẽ mất đi nguồn tài trợ lớn, khiến việc cải thiện cơ sở vật chất bị trì hoãn, ảnh hưởng đến chất lượng giảng dạy chung.","B. Chấp nhận 'suất ưu tiên': Trường có kinh phí để nâng cấp, phục vụ tốt hơn cho đa số học sinh, nhưng sẽ tạo tiền lệ xấu, gây bất bình trong cộng đồng và làm giảm niềm tin vào sự công bằng trong tuyển sinh."
37,Kinh tế & bất bình đẳng giáo dục,Miễn giảm học phí và Quy định 'cứng',"Chú Ba, thư ký trường THPT Dân lập Bình An, nhận được đơn xin miễn giảm học phí từ em Hoa, một học sinh giỏi nhưng có hoàn cảnh đặc biệt khó khăn: cha mất sớm, mẹ bị bệnh hiểm nghèo, gia đình không còn khả năng chi trả học phí. Tuy nhiên, quy định của trường rất rõ ràng và cứng nhắc về các trường hợp được miễn giảm, và Hoa không hoàn toàn thuộc diện được miễn 100%. Nếu không được miễn, em có nguy cơ phải bỏ học giữa chừng.","Chú Ba phải chọn giữa việc linh hoạt áp dụng quy định để cứu vãn tương lai của Hoa, hay tuân thủ nghiêm ngặt nguyên tắc của trường để tránh tạo ra tiền lệ và rắc rối về sau.","Tình huống thể hiện xung đột giữa lòng 'thương người' và sự cứng nhắc của các quy định hành chính, cùng với nỗi lo 'phép vua thua lệ làng' (ý là quy tắc chung).",batch_04,"A. Vận động Hiệu trưởng/Ban Giám hiệu để miễn giảm tối đa cho Hoa: Hoa có cơ hội tiếp tục đi học, nhưng chú Ba có thể phải đối mặt với rủi ro bị khiển trách vì vượt quá thẩm quyền hoặc bẻ cong quy định.","B. Tuân thủ quy định hiện hành: Chú Ba làm đúng nguyên tắc, không gây rắc rối cho bản thân và trường, nhưng Hoa sẽ phải đối mặt với nguy cơ bỏ học, mất đi cơ hội giáo dục."
38,Kinh tế & bất bình đẳng giáo dục,Lớp chọn và sự phân hóa học sinh,"Tại cuộc họp phụ huynh lớp 6C, một số phụ huynh có điều kiện đề xuất thành lập 'lớp chọn' riêng với học phí cao hơn để mời giáo viên giỏi, tăng cường tiết học và mua sắm trang thiết bị hiện đại. Anh Hùng, một phụ huynh có thu nhập trung bình khá, lo lắng rằng nếu không tham gia, con mình sẽ bị thua thiệt so với bạn bè, nhưng nếu tham gia, khoản phí đó sẽ gây áp lực đáng kể lên tài chính gia đình.","Anh Hùng phải quyết định giữa việc chấp nhận 'chạy đua' theo xu thế để đảm bảo lợi ích giáo dục cho con, hay từ chối để giữ vững nguyên tắc công bằng trong giáo dục và bảo vệ tài chính gia đình, chấp nhận rủi ro con mình có thể không được hưởng điều kiện tốt nhất.","Mong muốn 'con cái bằng bạn bằng bè', thậm chí 'hơn người', cùng với sự phân tầng xã hội rõ rệt, thúc đẩy xu hướng 'lớp chọn' với chi phí cao, gây ra bất bình đẳng sâu sắc.",batch_04,"A. Đồng ý cho con vào lớp chọn: Con anh Hùng có cơ hội tiếp cận môi trường học tập tốt hơn, nhưng gia đình sẽ phải cắt giảm chi tiêu khác, và anh Hùng cảm thấy bất bình trước sự phân hóa học đường.","B. Không cho con vào lớp chọn: Gia đình anh Hùng không bị áp lực tài chính, nhưng con anh có thể cảm thấy thiệt thòi, và chất lượng giáo dục của lớp thường có thể không bằng lớp chọn."
39,Kinh tế & bất bình đẳng giáo dục,Ưu tiên Tài chính hay Nhu cầu?,"Cô Thanh là giáo viên phụ trách phòng máy tính của một trường cấp 2 vùng sâu, chỉ có 5 máy tính cũ kỹ cho 30 học sinh muốn học môn Tin học. Nguồn lực hạn chế khiến cô không thể cho tất cả học sinh thực hành đầy đủ. Một số phụ huynh khá giả đề nghị đóng góp thêm tiền cho quỹ trường nếu con họ được ưu tiên sử dụng máy tính thường xuyên hơn.","Cô Thanh phải lựa chọn giữa việc phân bổ thời gian sử dụng máy tính công bằng cho tất cả học sinh, hay ưu tiên những học sinh có phụ huynh đóng góp để vừa có thêm nguồn quỹ cho trường, vừa đảm bảo một số em có cơ hội thực hành nhiều hơn.","Sự 'kẻ cả' của người có tiền và mong muốn 'đầu tư' cho con cái để có lợi thế riêng phản ánh sự phân hóa trong xã hội Việt Nam, nơi quyền lợi chính đáng của người nghèo dễ bị tước đoạt.",batch_04,"A. Phân bổ công bằng: Tất cả học sinh đều có cơ hội như nhau, nhưng thời gian thực hành của mỗi em sẽ rất ít, không đủ để nắm vững kiến thức, và trường mất đi nguồn tài trợ tiềm năng.","B. Ưu tiên học sinh đóng góp: Một số học sinh có điều kiện được thực hành nhiều hơn, góp phần cải thiện quỹ trường, nhưng tạo ra sự bất công rõ rệt và có thể làm nản lòng những học sinh khác."
40,Kinh tế & bất bình đẳng giáo dục,Đạo văn và Nhà tài trợ lớn,"Giáo sư Trần, chủ nhiệm khoa Kinh tế của một trường Đại học Quốc gia, phát hiện bài luận cuối kỳ của sinh viên Minh có dấu hiệu đạo văn nghiêm trọng. Minh là con trai của Chủ tịch một tập đoàn lớn, đồng thời là nhà tài trợ hàng đầu cho các hoạt động nghiên cứu của khoa. Việc xử lý Minh theo quy định của trường (đánh trượt môn hoặc đuổi học) có thể khiến khoa mất đi nguồn tài trợ quan trọng.","Giáo sư Trần phải lựa chọn giữa việc duy trì liêm chính học thuật, công bằng trong đánh giá sinh viên, hay 'nể nang' nhà tài trợ để bảo đảm lợi ích kinh tế cho khoa và trường.","Tình huống này nhấn mạnh sự ảnh hưởng của 'quan hệ' và 'tiền bạc' trong văn hóa Việt Nam, nơi 'sĩ diện' và lợi ích cá nhân/tập thể đôi khi được đặt nặng hơn nguyên tắc công bằng.",batch_04,"A. Xử lý nghiêm theo quy định: Giáo sư Trần bảo vệ nguyên tắc đạo đức nghề nghiệp, giữ vững uy tín của khoa, nhưng có thể khiến khoa mất đi nguồn tài trợ lớn, ảnh hưởng đến các dự án nghiên cứu và cơ hội cho sinh viên khác.","B. Giảm nhẹ hình phạt hoặc bỏ qua: Khoa giữ được nguồn tài trợ quý giá, nhưng Giáo sư Trần sẽ phải thỏa hiệp với lương tâm, tạo ra tiền lệ xấu và làm suy giảm niềm tin vào sự công bằng trong giáo dục."
31,Kinh tế & bất bình đẳng giáo dục,Học bổng: Tiêu chí hay Thực tế?,"Trường THPT Hùng Vương vừa công bố danh sách học sinh đạt học bổng 'Vươn Cao' từ một quỹ tài trợ lớn. Hà, một học sinh nghèo vượt khó, đạt điểm cao nhất và rất cần học bổng để tiếp tục học. Tuy nhiên, tiêu chí phụ về 'hoạt động ngoại khóa và dự án cộng đồng' đã khiến cô mất suất vào tay Minh, con trai một doanh nhân, người có điều kiện tham gia nhiều hoạt động tốn kém và chuyên nghiệp hơn, dù điểm học tập của Minh thấp hơn.","Liệu một chính sách học bổng được thiết kế khách quan có thực sự công bằng khi các tiêu chí phụ lại vô tình ưu tiên học sinh có điều kiện kinh tế tốt hơn, bỏ qua nhu cầu và nỗ lực của người nghèo?","Trong văn hóa Việt Nam, việc 'giữ thể diện' cho quy trình và các nhà tài trợ thường được ưu tiên, dù kết quả có thể chưa thực sự công bằng.",batch_04,"A. Chấp nhận kết quả và động viên Hà cố gắng tìm kiếm nguồn hỗ trợ khác, duy trì uy tín của hội đồng chấm học bổng theo đúng quy định. Điều này giữ vững quy trình nhưng Hà có thể mất cơ hội.","B. Kiến nghị xem xét lại tiêu chí phụ, đề xuất điều chỉnh để đánh giá công bằng hơn đối với học sinh có hoàn cảnh khó khăn. Việc này có thể gây tranh cãi, mất thời gian, nhưng tạo tiền lệ tốt hơn cho tương lai."
32,Kinh tế & bất bình đẳng giáo dục,Giáo viên Vùng Cao: Thiếu thốn hay Trách nhiệm?,"Thầy Nam, một giáo viên trẻ đầy nhiệt huyết, được điều về điểm trường Pú Giàng, xã vùng cao khó khăn. Cơ sở vật chất thiếu thốn, đường sá đi lại hiểm trở, lương thấp và không có phụ cấp hấp dẫn. Sau một năm, vợ thầy bị ốm nặng cần điều trị ở thành phố, và con nhỏ cần điều kiện học tập tốt hơn. Ban giám hiệu trường Pú Giàng rất quý thầy Nam vì năng lực và sự tận tâm, muốn giữ thầy ở lại.","Thầy Nam đứng trước lựa chọn khó khăn giữa trách nhiệm với học sinh vùng cao đang rất cần thầy, và trách nhiệm với gia đình cần sự ổn định và chăm sóc y tế tốt hơn.",Lòng 'cả nể' và 'trách nhiệm tập thể' thường tạo áp lực lớn cho cá nhân khi phải đưa ra quyết định ảnh hưởng đến lợi ích cá nhân và cộng đồng.,batch_04,A. Xin chuyển công tác về thành phố để có điều kiện chăm sóc gia đình và phát triển sự nghiệp cá nhân. Điều này giúp gia đình thầy Nam nhưng để lại gánh nặng thiếu giáo viên cho trường Pú Giàng và khiến học sinh hụt hẫng.,"B. Quyết định ở lại Pú Giàng, hy vọng nhà trường và chính quyền sẽ có chính sách hỗ trợ tốt hơn cho gia đình thầy. Điều này thể hiện sự hy sinh và trách nhiệm cao nhưng đẩy gia đình vào khó khăn, có thể ảnh hưởng đến chất lượng cuộc sống và tinh thần của thầy."
33,Kinh tế & bất bình đẳng giáo dục,Quỹ Lớp: Chia sẻ hay Gánh nặng?,"Tại cuộc họp phụ huynh đầu năm của lớp 5A, trường Tiểu học Hoa Sen, cô chủ nhiệm đề xuất khoản đóng góp 'tự nguyện' để mua máy chiếu và điều hòa cho lớp. Hầu hết phụ huynh có điều kiện đều đồng ý hào hứng. Tuy nhiên, chị Lan, mẹ của Hằng - một học sinh giỏi nhưng gia đình làm nông, thu nhập bấp bênh - cảm thấy rất áp lực. Chị lo lắng nếu không đóng góp, con mình sẽ bị cô giáo 'để ý' hoặc bị bạn bè xa lánh.","Sự cần thiết của khoản đóng góp để cải thiện cơ sở vật chất cho tất cả học sinh mâu thuẫn với gánh nặng tài chính không công bằng đặt lên vai những gia đình nghèo, khiến họ cảm thấy bị ép buộc dù là 'tự nguyện'.","Tâm lý 'sợ bị dị nghị', 'sợ con bị thua kém' và sự nể nang đối với giáo viên thường khiến phụ huynh nghèo khó khăn trong việc từ chối các khoản đóng góp.",batch_04,"A. Chị Lan cố gắng vay mượn để đóng góp đủ số tiền, hy vọng con không bị thiệt thòi. Điều này giúp Hằng hòa nhập nhưng tạo áp lực kinh tế nặng nề cho gia đình chị Lan.","B. Chị Lan thẳng thắn bày tỏ hoàn cảnh khó khăn của mình với cô giáo và các phụ huynh khác, từ chối đóng góp. Điều này có thể khiến chị bị 'soi xét' hoặc Hằng cảm thấy mặc cảm, dù chị đang bảo vệ quyền lợi của mình."
